Rank,NOC Code,Occupation,# of Online Job Postings,Year Over Year Change (%),Geography,Year,Time,NOC Level,TEER
268,6521,Travel counsellors,50,-68.8,AB,2020,0,4,C: Secondary School and/or Occupation-Specific Training
260,2141,Industrial and manufacturing engineers,50,-73.7,AB,2020,0,4,A: University Education
287,4168,Program officers unique to government,40,33.3,AB,2020,0,4,A: University Education
294,9534,Furniture finishers and refinishers,40,33.3,AB,2020,0,4,C: Secondary School and/or Occupation-Specific Training
276,2112,Chemists,40,0,AB,2020,0,4,A: University Education
290,5231,Announcers and other broadcasters,40,0,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
292,9213,"Supervisors, food, beverage and associated products processing",40,0,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
296,9617,"Labourers in food, beverage and associated products processing",40,0,AB,2020,0,4,D: On-the-job Training or No Formal Education Required
284,4154,Professional occupations in religion,40,-20,AB,2020,0,4,A: University Education
279,2161,"Mathematicians, statisticians and actuaries",40,-33.3,AB,2020,0,4,A: University Education
283,4033,Educational counsellors,40,-33.3,AB,2020,0,4,A: University Education
285,4165,"Health policy researchers, consultants and program officers",40,-33.3,AB,2020,0,4,A: University Education
293,9414,"Concrete, clay and stone forming operators",40,-42.9,AB,2020,0,4,C: Secondary School and/or Occupation-Specific Training
277,2123,"Agricultural representatives, consultants and specialists",40,-50,AB,2020,0,4,A: University Education
286,4166,"Education policy researchers, consultants and program officers",40,-50,AB,2020,0,4,A: University Education
288,5111,Librarians,40,-50,AB,2020,0,4,A: University Education
289,5131,"Producers, directors, choreographers and related occupations",40,-55.6,AB,2020,0,4,A: University Education
275,421,Administrators - post-secondary education and vocational training,40,-63.6,AB,2020,0,4,A: Management
291,7295,Floor covering installers,40,-63.6,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
280,2271,"Air pilots, flight engineers and  instructors",40,-66.7,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
282,4032,Elementary school and kindergarten teachers,40,-69.2,AB,2020,0,4,A: University Education
281,4031,Secondary school teachers,40,-71.4,AB,2020,0,4,A: University Education
278,2144,Geological engineers,40,-76.5,AB,2020,0,4,A: University Education
295,9611,Labourers in mineral and metal processing,40,,AB,2020,0,4,D: On-the-job Training or No Formal Education Required
307,3125,Other professional occupations in health diagnosing and treating,30,0,AB,2020,0,4,A: University Education
313,7281,Bricklayers,30,0,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
319,9243,Water and waste treatment plant operators,30,0,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
320,9415,"Inspectors and testers, mineral and metal processing",30,0,AB,2020,0,4,C: Secondary School and/or Occupation-Specific Training
322,9527,"Machine operators and inspectors, electrical apparatus manufacturing",30,0,AB,2020,0,4,C: Secondary School and/or Occupation-Specific Training
300,431,Commissioned police officers,30,-25,AB,2020,0,4,A: Management
308,5223,Graphic arts technicians,30,-25,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
309,6345,Upholsterers,30,-25,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
315,7381,Printing press operators,30,-25,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
321,9433,Papermaking and finishing machine operators,30,-25,AB,2020,0,4,C: Secondary School and/or Occupation-Specific Training
297,212,Architecture and science managers,30,-40,AB,2020,0,4,A: Management
303,1243,Medical administrative assistants,30,-40,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
306,2264,Construction inspectors,30,-40,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
312,7253,Gas fitters,30,-40,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
316,7442,Waterworks and gas maintenance workers,30,-40,AB,2020,0,4,C: Secondary School and/or Occupation-Specific Training
317,7444,Pest controllers and fumigators,30,-40,AB,2020,0,4,C: Secondary School and/or Occupation-Specific Training
304,2221,Biological technologists and technicians,30,-50,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
323,9612,Labourers in metal fabrication,30,-50,AB,2020,0,4,D: On-the-job Training or No Formal Education Required
299,423,"Managers in social, community and correctional services",30,-57.1,AB,2020,0,4,A: Management
305,2255,Technical occupations in geomatics and meteorology,30,-57.1,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
310,6523,Airline ticket and service agents,30,-57.1,AB,2020,0,4,C: Secondary School and/or Occupation-Specific Training
314,7362,Railway conductors and brakemen/women,30,-66.7,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
301,513,"Recreation, sports and fitness program and service directors",30,-70,AB,2020,0,4,A: Management
298,422,School principals and administrators of elementary and secondary education,30,,AB,2020,0,4,A: Management
302,1228,"Employment insurance, immigration, border services and revenue officers",30,,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
311,7202,"Contractors and supervisors, electrical trades and telecommunications occupations",30,,AB,2020,0,4,B: College or Vocational Education or Apprenticeship Training
318,8421,Chain saw and skidder operators,30,,AB,2020,0,4,C: Secondary School and/or Occupation-Specific Training
